table_number,table_name,month,period,period_name,geography,Type,category,value,units
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2002,marketing year,NC,State,upland_cotton_harvested_acreage,920,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2002,marketing year,OK,State,upland_cotton_harvested_acreage,180,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2002,marketing year,SC,State,upland_cotton_harvested_acreage,200,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2002,marketing year,TN,State,upland_cotton_harvested_acreage,530,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2002,marketing year,TX,State,upland_cotton_harvested_acreage,4500,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2002,marketing year,VA,State,upland_cotton_harvested_acreage,98,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2002,marketing year,US,National,upland_cotton_harvested_acreage,12174,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,AL,State,upland_cotton_harvested_acreage,510,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,AZ,State,upland_cotton_harvested_acreage,213,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,AR,State,upland_cotton_harvested_acreage,945,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,CA,State,upland_cotton_harvested_acreage,545,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,FL,State,upland_cotton_harvested_acreage,92,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,GA,State,upland_cotton_harvested_acreage,1290,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,KS,State,upland_cotton_harvested_acreage,80,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,LA,State,upland_cotton_harvested_acreage,510,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,MS,State,upland_cotton_harvested_acreage,1090,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,MO,State,upland_cotton_harvested_acreage,390,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,NM,State,upland_cotton_harvested_acreage,38,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,NC,State,upland_cotton_harvested_acreage,770,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,OK,State,upland_cotton_harvested_acreage,170,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,SC,State,upland_cotton_harvested_acreage,218,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,TN,State,upland_cotton_harvested_acreage,530,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,TX,State,upland_cotton_harvested_acreage,4350,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,VA,State,upland_cotton_harvested_acreage,85,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2003,marketing year,US,National,upland_cotton_harvested_acreage,11826,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,AL,State,upland_cotton_harvested_acreage,540,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,AZ,State,upland_cotton_harvested_acreage,238,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,AR,State,upland_cotton_harvested_acreage,900,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,CA,State,upland_cotton_harvested_acreage,557,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,FL,State,upland_cotton_harvested_acreage,87,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,GA,State,upland_cotton_harvested_acreage,1280,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,KS,State,upland_cotton_harvested_acreage,80,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,LA,State,upland_cotton_harvested_acreage,490,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,MS,State,upland_cotton_harvested_acreage,1100,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,MO,State,upland_cotton_harvested_acreage,378,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,NM,State,upland_cotton_harvested_acreage,64,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,NC,State,upland_cotton_harvested_acreage,725,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,OK,State,upland_cotton_harvested_acreage,200,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,SC,State,upland_cotton_harvested_acreage,214,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,TN,State,upland_cotton_harvested_acreage,525,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,TX,State,upland_cotton_harvested_acreage,5350,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,VA,State,upland_cotton_harvested_acreage,81,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2004,marketing year,US,National,upland_cotton_harvested_acreage,12809,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,AL,State,upland_cotton_harvested_acreage,545,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,AZ,State,upland_cotton_harvested_acreage,229,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,AR,State,upland_cotton_harvested_acreage,1040,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,CA,State,upland_cotton_harvested_acreage,428,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,FL,State,upland_cotton_harvested_acreage,85,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,GA,State,upland_cotton_harvested_acreage,1210,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,KS,State,upland_cotton_harvested_acreage,66,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,LA,State,upland_cotton_harvested_acreage,600,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,MS,State,upland_cotton_harvested_acreage,1200,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,MO,State,upland_cotton_harvested_acreage,438,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,NM,State,upland_cotton_harvested_acreage,51,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,NC,State,upland_cotton_harvested_acreage,810,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,OK,State,upland_cotton_harvested_acreage,240,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,SC,State,upland_cotton_harvested_acreage,265,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,TN,State,upland_cotton_harvested_acreage,635,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,TX,State,upland_cotton_harvested_acreage,5600,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,VA,State,upland_cotton_harvested_acreage,92,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2005,marketing year,US,National,upland_cotton_harvested_acreage,13534,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,AL,State,upland_cotton_harvested_acreage,560,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,AZ,State,upland_cotton_harvested_acreage,188,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,AR,State,upland_cotton_harvested_acreage,1160,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,CA,State,upland_cotton_harvested_acreage,283,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,FL,State,upland_cotton_harvested_acreage,101,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,GA,State,upland_cotton_harvested_acreage,1370,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,KS,State,upland_cotton_harvested_acreage,110,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,LA,State,upland_cotton_harvested_acreage,630,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,MS,State,upland_cotton_harvested_acreage,1220,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,MO,State,upland_cotton_harvested_acreage,496,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,NM,State,upland_cotton_harvested_acreage,48,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,NC,State,upland_cotton_harvested_acreage,865,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,OK,State,upland_cotton_harvested_acreage,180,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,SC,State,upland_cotton_harvested_acreage,298,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,TN,State,upland_cotton_harvested_acreage,695,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,TX,State,upland_cotton_harvested_acreage,4100,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,VA,State,upland_cotton_harvested_acreage,104,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2006,marketing year,US,National,upland_cotton_harvested_acreage,12408,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,AL,State,upland_cotton_harvested_acreage,385,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,AZ,State,upland_cotton_harvested_acreage,168,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,AR,State,upland_cotton_harvested_acreage,850,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,CA,State,upland_cotton_harvested_acreage,194,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,FL,State,upland_cotton_harvested_acreage,81,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,GA,State,upland_cotton_harvested_acreage,995,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,KS,State,upland_cotton_harvested_acreage,43,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,LA,State,upland_cotton_harvested_acreage,330,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,MS,State,upland_cotton_harvested_acreage,655,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,MO,State,upland_cotton_harvested_acreage,379,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,NM,State,upland_cotton_harvested_acreage,39,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,NC,State,upland_cotton_harvested_acreage,490,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,OK,State,upland_cotton_harvested_acreage,165,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,SC,State,upland_cotton_harvested_acreage,158,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,TN,State,upland_cotton_harvested_acreage,510,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,TX,State,upland_cotton_harvested_acreage,4700,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,VA,State,upland_cotton_harvested_acreage,59,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2007,marketing year,US,National,upland_cotton_harvested_acreage,10201,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,AL,State,upland_cotton_harvested_acreage,286,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,AZ,State,upland_cotton_harvested_acreage,133,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,AR,State,upland_cotton_harvested_acreage,615,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,CA,State,upland_cotton_harvested_acreage,117,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,FL,State,upland_cotton_harvested_acreage,65,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,GA,State,upland_cotton_harvested_acreage,920,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,KS,State,upland_cotton_harvested_acreage,25,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,LA,State,upland_cotton_harvested_acreage,234,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,MS,State,upland_cotton_harvested_acreage,360,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,MO,State,upland_cotton_harvested_acreage,303,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,NM,State,upland_cotton_harvested_acreage,35,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,NC,State,upland_cotton_harvested_acreage,428,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,OK,State,upland_cotton_harvested_acreage,155,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,SC,State,upland_cotton_harvested_acreage,134,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,TN,State,upland_cotton_harvested_acreage,280,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,TX,State,upland_cotton_harvested_acreage,3250,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,VA,State,upland_cotton_harvested_acreage,60,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2008,marketing year,US,National,upland_cotton_harvested_acreage,7400,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,AL,State,upland_cotton_harvested_acreage,248,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,AZ,State,upland_cotton_harvested_acreage,144,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,AR,State,upland_cotton_harvested_acreage,500,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,CA,State,upland_cotton_harvested_acreage,70,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,FL,State,upland_cotton_harvested_acreage,78,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,GA,State,upland_cotton_harvested_acreage,990,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,KS,State,upland_cotton_harvested_acreage,34,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,LA,State,upland_cotton_harvested_acreage,225,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,MS,State,upland_cotton_harvested_acreage,295,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,MO,State,upland_cotton_harvested_acreage,260,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,NM,State,upland_cotton_harvested_acreage,29.5,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,NC,State,upland_cotton_harvested_acreage,370,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,OK,State,upland_cotton_harvested_acreage,195,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,SC,State,upland_cotton_harvested_acreage,114,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,TN,State,upland_cotton_harvested_acreage,280,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,TX,State,upland_cotton_harvested_acreage,3500,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,VA,State,upland_cotton_harvested_acreage,63,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2009,marketing year,US,National,upland_cotton_harvested_acreage,7396,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,AL,State,upland_cotton_harvested_acreage,338,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,AZ,State,upland_cotton_harvested_acreage,193,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,AR,State,upland_cotton_harvested_acreage,540,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,CA,State,upland_cotton_harvested_acreage,123,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,FL,State,upland_cotton_harvested_acreage,89,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,GA,State,upland_cotton_harvested_acreage,1315,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,KS,State,upland_cotton_harvested_acreage,50,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,LA,State,upland_cotton_harvested_acreage,249,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,MS,State,upland_cotton_harvested_acreage,410,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,MO,State,upland_cotton_harvested_acreage,308,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,NM,State,upland_cotton_harvested_acreage,47,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,NC,State,upland_cotton_harvested_acreage,545,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,OK,State,upland_cotton_harvested_acreage,270,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,SC,State,upland_cotton_harvested_acreage,201,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,TN,State,upland_cotton_harvested_acreage,387,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,TX,State,upland_cotton_harvested_acreage,5350,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,VA,State,upland_cotton_harvested_acreage,82,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2010,marketing year,US,National,upland_cotton_harvested_acreage,10497,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,AL,State,upland_cotton_harvested_acreage,443,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,AZ,State,upland_cotton_harvested_acreage,248,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,AR,State,upland_cotton_harvested_acreage,660,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,CA,State,upland_cotton_harvested_acreage,181,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,FL,State,upland_cotton_harvested_acreage,118,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,GA,State,upland_cotton_harvested_acreage,1495,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,KS,State,upland_cotton_harvested_acreage,65,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,LA,State,upland_cotton_harvested_acreage,290,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,MS,State,upland_cotton_harvested_acreage,605,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,MO,State,upland_cotton_harvested_acreage,367,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,NM,State,upland_cotton_harvested_acreage,58,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,NC,State,upland_cotton_harvested_acreage,800,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,OK,State,upland_cotton_harvested_acreage,70,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,SC,State,upland_cotton_harvested_acreage,301,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,TN,State,upland_cotton_harvested_acreage,490,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,TX,State,upland_cotton_harvested_acreage,2850,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,VA,State,upland_cotton_harvested_acreage,115,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2011,marketing year,US,National,upland_cotton_harvested_acreage,9156,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,AL,State,upland_cotton_harvested_acreage,378,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,AZ,State,upland_cotton_harvested_acreage,197,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,AR,State,upland_cotton_harvested_acreage,585,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,CA,State,upland_cotton_harvested_acreage,141,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,FL,State,upland_cotton_harvested_acreage,107,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,GA,State,upland_cotton_harvested_acreage,1280,"1,000 acres"
