table_number,table_name,month,period,period_name,geography,Type,category,value,units
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2004,marketing year,US,Area,area_harvested,12809,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2005,marketing year,US,Area,area_harvested,13534,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2006,marketing year,US,Area,area_harvested,12408,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2007,marketing year,US,Area,area_harvested,10201,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2008,marketing year,US,Area,area_harvested,7400,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2009,marketing year,US,Area,area_harvested,7396,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2010,marketing year,US,Area,area_harvested,10497,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2011,marketing year,US,Area,area_harvested,9156,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2012,marketing year,US,Area,area_harvested,9085,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2013,marketing year,US,Area,area_harvested,7340,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2014,marketing year,US,Area,area_harvested,9162,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2015,marketing year,US,Area,area_harvested,7920,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2016,marketing year,US,Area,area_harvested,9320,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2017,marketing year,US,Area,area_harvested,10850,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2018,marketing year,US,Area,area_harvested,9728,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2019,marketing year,US,Area,area_harvested,11266,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2020,marketing year,US,Area,area_harvested,8017,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2021,marketing year,US,Area,area_harvested,10140,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2022,marketing year,US,Area,area_harvested,7114,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2023,marketing year,US,Area,area_harvested,6301,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2024,marketing year,US,Area,area_harvested,7605,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,2025,marketing year,US,Area,area_harvested,7230,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1975,marketing year,US,Area,area_harvested,65.9,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1976,marketing year,US,Area,area_harvested,44.4,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1977,marketing year,US,Area,area_harvested,74.4,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1978,marketing year,US,Area,area_harvested,76,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1979,marketing year,US,Area,area_harvested,89.1,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1980,marketing year,US,Area,area_harvested,71.7,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1981,marketing year,US,Area,area_harvested,58,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1982,marketing year,US,Area,area_harvested,70.5,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1983,marketing year,US,Area,area_harvested,62.7,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1984,marketing year,US,Area,area_harvested,79.6,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1985,marketing year,US,Area,area_harvested,83.6,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1986,marketing year,US,Area,area_harvested,111.1,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1987,marketing year,US,Area,area_harvested,136.6,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1988,marketing year,US,Area,area_harvested,189.1,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1989,marketing year,US,Area,area_harvested,371.7,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1990,marketing year,US,Area,area_harvested,227.1,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1991,marketing year,US,Area,area_harvested,244,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1992,marketing year,US,Area,area_harvested,260.2,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1993,marketing year,US,Area,area_harvested,188.9,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1994,marketing year,US,Area,area_harvested,166.4,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1995,marketing year,US,Area,area_harvested,211.1,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1996,marketing year,US,Area,area_harvested,255.9,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1997,marketing year,US,Area,area_harvested,249,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1998,marketing year,US,Area,area_harvested,234.8,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,1999,marketing year,US,Area,area_harvested,286.9,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2000,marketing year,US,Area,area_harvested,169,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2001,marketing year,US,Area,area_harvested,268.2,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2002,marketing year,US,Area,area_harvested,242.6,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2003,marketing year,US,Area,area_harvested,177.4,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2004,marketing year,US,Area,area_harvested,248,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2005,marketing year,US,Area,area_harvested,268.6,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2006,marketing year,US,Area,area_harvested,323.5,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2007,marketing year,US,Area,area_harvested,288.1,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2008,marketing year,US,Area,area_harvested,168.7,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2009,marketing year,US,Area,area_harvested,138.2,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2010,marketing year,US,Area,area_harvested,201.7,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2011,marketing year,US,Area,area_harvested,304.9,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2012,marketing year,US,Area,area_harvested,236.8,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2013,marketing year,US,Area,area_harvested,199.4,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2014,marketing year,US,Area,area_harvested,189.8,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2015,marketing year,US,Area,area_harvested,154.9,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2016,marketing year,US,Area,area_harvested,187.8,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2017,marketing year,US,Area,area_harvested,250.4,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2018,marketing year,US,Area,area_harvested,248.8,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2019,marketing year,US,Area,area_harvested,223.4,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2020,marketing year,US,Area,area_harvested,194,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2021,marketing year,US,Area,area_harvested,123.7,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2022,marketing year,US,Area,area_harvested,176.1,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2023,marketing year,US,Area,area_harvested,137.7,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2024,marketing year,US,Area,area_harvested,200.5,"1,000 acres"
3,"U.S. Extra Long Staple cotton supply and use, 1975/76–2025/26",annual,2025,marketing year,US,Area,area_harvested,139.2,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1975,marketing year,US,Area,area_planted,9478,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1976,marketing year,US,Area,area_planted,11636,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1977,marketing year,US,Area,area_planted,13680,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1978,marketing year,US,Area,area_planted,13375,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1979,marketing year,US,Area,area_planted,13978,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1980,marketing year,US,Area,area_planted,14534,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1981,marketing year,US,Area,area_planted,14330,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1982,marketing year,US,Area,area_planted,11345,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1983,marketing year,US,Area,area_planted,7926,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1984,marketing year,US,Area,area_planted,11145,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1985,marketing year,US,Area,area_planted,10685,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1986,marketing year,US,Area,area_planted,10045,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1987,marketing year,US,Area,area_planted,10397,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1988,marketing year,US,Area,area_planted,12515,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1989,marketing year,US,Area,area_planted,10587,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1990,marketing year,US,Area,area_planted,12350,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1991,marketing year,US,Area,area_planted,14050,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1992,marketing year,US,Area,area_planted,13240,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1993,marketing year,US,Area,area_planted,13440,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1994,marketing year,US,Area,area_planted,13720,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1995,marketing year,US,Area,area_planted,16930,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1996,marketing year,US,Area,area_planted,14652.5,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1997,marketing year,US,Area,area_planted,13898,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1998,marketing year,US,Area,area_planted,13393,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,1999,marketing year,US,Area,area_planted,14873.5,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2000,marketing year,US,Area,area_planted,15517,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2001,marketing year,US,Area,area_planted,15768.5,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2002,marketing year,US,Area,area_planted,13957.9,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2003,marketing year,US,Area,area_planted,13479.6,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2004,marketing year,US,Area,area_planted,13658.6,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2005,marketing year,US,Area,area_planted,14245.4,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2006,marketing year,US,Area,area_planted,15274,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2007,marketing year,US,Area,area_planted,10827.2,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2008,marketing year,US,Area,area_planted,9471,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2009,marketing year,US,Area,area_planted,9149.5,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2010,marketing year,US,Area,area_planted,10974.2,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2011,marketing year,US,Area,area_planted,14735.4,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2012,marketing year,US,Area,area_planted,12264.4,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2013,marketing year,US,Area,area_planted,10407,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2014,marketing year,US,Area,area_planted,11148.4,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2015,marketing year,US,Area,area_planted,8580.5,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2016,marketing year,US,Area,area_planted,10073.5,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2017,marketing year,US,Area,area_planted,12717.5,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2018,marketing year,US,Area,area_planted,14081.3,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2019,marketing year,US,Area,area_planted,13722.7,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2020,marketing year,US,Area,area_planted,12086,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2021,marketing year,US,Area,area_planted,11206.5,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2022,marketing year,US,Area,area_planted,13749,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2023,marketing year,US,Area,area_planted,10230,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2024,marketing year,US,Area,area_planted,11183,"1,000 acres"
1,"U.S. cotton supply and use, 1975/76–2025/26",annual,2025,marketing year,US,Area,area_planted,9296,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,1975,marketing year,US,Area,area_planted,9408,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,1976,marketing year,US,Area,area_planted,11590,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,1977,marketing year,US,Area,area_planted,13604,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,1978,marketing year,US,Area,area_planted,13298,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,1979,marketing year,US,Area,area_planted,13887,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,1980,marketing year,US,Area,area_planted,14461,"1,000 acres"
2,"U.S. upland cotton supply and use, 1975/76–2025/26",annual,1981,marketing year,US,Area,area_planted,14272,"1,000 acres"
